2024,1,1,0.0,C
2024,1,2,0.0,C
2024,1,3,0.0,C
2024,1,4,0.0,C
2024,1,5,0.0,C
2024,1,6,0.0,C
2024,1,7,0.0,C
2024,1,8,Trace,C
2024,1,9,Trace,C
2024,1,10,0.0,C
2024,1,11,Trace,C
2024,1,12,0.0,C
2024,1,13,0.0,C
2024,1,14,0.0,C
2024,1,15,0.0,C
2024,1,16,0.0,C
2024,1,17,Trace,C
2024,1,18,Trace,C
2024,1,19,0.0,C
2024,1,20,0.0,C
2024,1,21,Trace,C
2024,1,22,0.1,C
2024,1,23,3.7,C
2024,1,24,0.0,C
2024,1,25,0.0,C
2024,1,26,0.0,C
2024,1,27,0.8,C
2024,1,28,0.9,C
2024,1,29,Trace,C
2024,1,30,Trace,C
2024,1,31,Trace,C
2024,2,1,Trace,C
2024,2,2,0.0,C
2024,2,3,Trace,C
2024,2,4,Trace,C
2024,2,5,Trace,C
2024,2,6,Trace,C
2024,2,7,1.3,C
2024,2,8,1.3,C
2024,2,9,1.1,C
2024,2,10,0.6,C
2024,2,11,0.0,C
2024,2,12,0.0,C
2024,2,13,0.0,C
2024,2,14,0.0,C
2024,2,15,0.0,C
2024,2,16,0.0,C
2024,2,17,0.0,C
2024,2,18,Trace,C
2024,2,19,0.0,C
2024,2,20,Trace,C
2024,2,21,0.0,C
2024,2,22,0.0,C
2024,2,23,0.5,C
2024,2,24,Trace,C
2024,2,25,0.0,C
2024,2,26,0.0,C
2024,2,27,0.0,C
2024,2,28,0.3,C
2024,2,29,0.2,C
2024,3,1,0.5,C
2024,3,2,0.4,C
2024,3,3,Trace,C
2024,3,4,0.2,C
2024,3,5,Trace,C
2024,3,6,0.3,C
2024,3,7,0.1,C
2024,3,8,0.6,C
2024,3,9,1.8,C
2024,3,10,5.5,C
2024,3,11,14.0,C
2024,3,12,0.0,C
2024,3,13,Trace,C
2024,3,14,0.0,C
2024,3,15,0.0,C
2024,3,16,Trace,C
2024,3,17,0.0,C
2024,3,18,Trace,C
2024,3,19,0.8,C
2024,3,20,0.0,C
2024,3,21,0.0,C
2024,3,22,0.0,C
2024,3,23,0.0,C
2024,3,24,0.0,C
2024,3,25,0.0,C
2024,3,26,0.0,C
2024,3,27,0.0,C
2024,3,28,0.0,C
2024,3,29,Trace,C
2024,3,30,Trace,C
2024,3,31,Trace,C
2024,4,1,Trace,C
2024,4,2,0.0,C
2024,4,3,Trace,C
2024,4,4,Trace,C
2024,4,5,Trace,C
2024,4,6,1.3,C
2024,4,7,0.2,C
2024,4,8,0.9,C
2024,4,9,Trace,C
2024,4,10,0.0,C
2024,4,11,0.0,C
2024,4,12,0.0,C
2024,4,13,0.0,C
2024,4,14,0.0,C
2024,4,15,0.0,C
2024,4,16,0.0,C
2024,4,17,Trace,C
2024,4,18,4.3,C
2024,4,19,2.7,C
2024,4,20,10.7,C
2024,4,21,33.2,C
2024,4,22,18.4,C
2024,4,23,24.0,C
2024,4,24,Trace,C
2024,4,25,Trace,C
2024,4,26,33.3,C
2024,4,27,Trace,C
2024,4,28,0.4,C
2024,4,29,0.2,C
2024,4,30,25.5,C
2024,5,1,38.3,C
2024,5,2,Trace,C
2024,5,3,Trace,C
2024,5,4,84.7,C
2024,5,5,0.6,C
2024,5,6,0.0,C
2024,5,7,0.0,C
2024,5,8,Trace,C
2024,5,9,0.0,C
2024,5,10,Trace,C
2024,5,11,0.0,C
2024,5,12,5.1,C
2024,5,13,0.8,C
2024,5,14,0.0,C
2024,5,15,0.0,C
2024,5,16,0.0,C
2024,5,17,0.0,C
2024,5,18,Trace,C
2024,5,19,0.9,C
2024,5,20,9.8,C
2024,5,21,95.8,C
2024,5,22,0.1,C
2024,5,23,0.7,C
2024,5,24,22.1,C
2024,5,25,11.0,C
2024,5,26,Trace,C
2024,5,27,16.9,C
2024,5,28,0.3,C
2024,5,29,0.0,C
2024,5,30,2.3,C
2024,5,31,9.1,C
2024,6,1,47.1,C
2024,6,2,1.2,C
2024,6,3,42.8,C
2024,6,4,0.1,C
2024,6,5,Trace,C
2024,6,6,0.5,C
2024,6,7,5.4,C
2024,6,8,1.0,C
2024,6,9,34.9,C
2024,6,10,0.7,C
2024,6,11,Trace,C
2024,6,12,5.2,C
2024,6,13,0.0,C
2024,6,14,2.8,C
2024,6,15,45.3,C
2024,6,16,Trace,C
2024,6,17,0.1,C
2024,6,18,2.2,C
2024,6,19,0.8,C
2024,6,20,0.8,C
2024,6,21,Trace,C
2024,6,22,Trace,C
2024,6,23,3.6,C
2024,6,24,5.1,C
2024,6,25,6.2,C
2024,6,26,Trace,C
2024,6,27,0.0,C
2024,6,28,3.4,C
2024,6,29,9.7,C
2024,6,30,1.9,C
2024,7,1,Trace,C
2024,7,2,3.8,C
2024,7,3,0.0,C
2024,7,4,2.7,C
2024,7,5,0.0,C
2024,7,6,Trace,C
2024,7,7,1.0,C
2024,7,8,Trace,C
2024,7,9,0.0,C
2024,7,10,Trace,C
2024,7,11,8.8,C
2024,7,12,1.7,C
2024,7,13,3.7,C
2024,7,14,6.2,C
2024,7,15,7.6,C
2024,7,16,3.4,C
2024,7,17,12.0,C
2024,7,18,17.3,C
2024,7,19,9.1,C
2024,7,20,2.8,C
2024,7,21,24.4,C
2024,7,22,Trace,C
2024,7,23,0.0,C
2024,7,24,0.0,C
2024,7,25,0.0,C
2024,7,26,0.9,C
2024,7,27,1.3,C
2024,7,28,33.2,C
2024,7,29,37.6,C
2024,7,30,13.3,C
2024,7,31,49.0,C
